Name,Link,Universe,Other Aliases,Education,Place of Origin,Identity,Known Relatives
Scarlet Scarab,https://www.marvel.com/characters/scarlet-scarab,,,,,,
Scarlet Spider,https://www.marvel.com/characters/scarlet-spider-ben-reilly,['Marvel Universe'],"[""Peter Parker, the Scarlet Spider, Spider-Man, Spider-Carnage, Spider-Man's Clone, Jackal, Henry Jones, Chasm, King Chasm""]","[""Possesses Peter Parker's memories of attending Empire State University""]","[""The Jackal's laboratory, New York City""]",['Secret'],"['Peter Parker (Spider-Man, ""brother"", clone template); Miles Warren (Jackal, creator); Kaine, Jack, Guardian, Spidercide, uncountable unnamed clones (fellow clones)']"
Scarlet Spider,https://www.marvel.com/characters/scarlet-spider-earth-982,['MC2 (Earth-982)'],['None'],['High school student'],['Unrevealed'],['Secret'],"['Felicia Hardy (mother, formerly the Black Cat), Eugene ´´Flash´´ Thompson (father)']"
Scarlet Witch,https://www.marvel.com/characters/scarlet-witch-age-of-apocalypse,['Age of Apocalypse'],,['Unrevealed'],"['Wundagore, Transia, Europe']",['Secret'],"['Eric Lehnsherr (Magneto, father), Pietro Maximoff (Quicksilver, brother), Magda (mother, presumed dead), Django Maximoff (adoptive father, deceased), Marya Maximoff (adoptive mother, deceased)']"
Wanda Maximoff,https://www.marvel.com/characters/scarlet-witch-wanda-maximoff,,,,,,
Scattershot,https://www.marvel.com/characters/scattershot,['Marvel Universe'],['None'],['Unrevealed'],['Russia'],['Known to authorities'],['Unrevealed']
Scintilla,https://www.marvel.com/characters/scintilla,['Marvel Universe'],['Formerly Midget'],['Unrevealed'],"[""Unrevealed planet in the Shi'ar Empire""]",['Secret'],['None']
Scion,https://www.marvel.com/characters/scion,['Marvel Universe'],,['Unrevealed'],['Unrevealed'],['Secret'],"['Makers (grandparents), Children of Makers (parents), Solitaire (sister)']"
Scorcher,https://www.marvel.com/characters/scorcher,['Marvel Universe'],['Jamal Hudak'],['Unrevealed'],['Unrevealed'],['Known to the authorities'],"['Kali Hudak (ex-wife), Lucas (son)']"
Scorpia,https://www.marvel.com/characters/scorpia,['Marvel Universe'],"['Scorpion, ""Kitten""']",['High school dropout'],"['New York City, New York']",['Known to authorities'],"['Vincent Coll (grandfather, deceased)']"
Scorpio,https://www.marvel.com/characters/scorpio-jacob-fury,['Marvel Universe'],"['Jake Fury, Jacques LaPoint, Count Julio Scarlotti, Nick Fury']",['Unrevealed; military training'],"['Hell’s Kitchen, New York City, New York']","['Secret, known to S.H.I.E.L.D.']","['Jack Fury (father, deceased), Katherine Fury (mother, presumed deceased), Nicholas ""Nick"" Fury (brother), Dawn Fury (sister), Mikel Fury (Scorpio, nephew), Rex Fury (alleged ancestor, deceased)']"
Scorpio,https://www.marvel.com/characters/scorpio-world-trust,['Marvel Universe'],['None'],['Unrevealed'],['Unrevealed'],"[""The general populace of Earth was unaware of the Scorpio's existence""]",['None known']
Scorpion,https://www.marvel.com/characters/scorpion-carmilla-black,['Marvel Universe'],"['""Carm"", ""Greenie""']",['High school educated (incomplete)'],"['Lowtown, Madripoor']",['Secret'],"['Monica Rappucini (mother), Tim and Julia Black (adoptive parents, deceased)']"
Scott  Summers,https://www.marvel.com/characters/scott-summers-house-of-m,['House of M'],['None'],['College Level'],"['Anchorage, Alaska']",['Publicly known'],"['Emma Frost-Summers (wife), Christopher  (father), Katherine Anne  (mother), Alexander  (brother), Philip  (grandfather), Deborah  (grandmother), Frost family (in-laws)']"
Scout,https://www.marvel.com/characters/scout-gabby-kinney,['Marvel Universe'],"['Honey Badger, Fleur Ramsey, X23_4GAB, Roberta Boford']",,,,"['James Howlett/Logan (Wolverine, clone\'s father/""father""), Sarah Kinney (clone\'s mother, deceased), Laura Kinney (Wolverine, clone/""sister""), Bellona (fellow clone/""sister"", Zelda (fellow clone/""sister"", deceased), X23_3PAR (fellow clone/""sister"", deceased), six unnamed ""sisters"" (deceased), Akihiro (Daken, clone\'s paternal half-brother/""half brother""), Deborah Kinney (clone\'s maternal aunt), Megan Kinney (clone\'s cousin), others through Laura Kinney']"
Scrambler,https://www.marvel.com/characters/scrambler,['Marvel Universe'],['None'],['Unrevealed'],['Unrevealed location in Korea'],['Secret'],['None']
Scratch,https://www.marvel.com/characters/scratch-earth-998,['Earth-998'],['Mr. Scratch'],['Unrevealed'],['Earth-998'],['Secret'],['None']
Scream,https://www.marvel.com/characters/scream-donna-diego,['Marvel Universe'],['None'],['Unrevealed'],['Unrevealed'],"['Secret, known to Venom and members of the Life Foundation']","['Venom (""father""), Carnage (""brother""), unnamed symbiotes (Carl Mach, Ramon Hernandez, Trevor Cole and Leslie Gesneria, symbiote\'s ""siblings""), Hybrid (""brother""), Toxin (""nephew"")']"
Screwball,https://www.marvel.com/characters/screwball,['Marvel Universe'],['Impersonated Spider-Man (Peter Parker)'],['Unrevealed'],['Unrevealed'],['Known to authorities'],"['Unidentified cousin, James (first cousin once removed)']"
Scribe,https://www.marvel.com/characters/scribe-jane-hampshire,['Marvel Universe'],"['Red Rook, impersonated by Mountjoy']",['Unrevealed'],['Unrevealed'],['Secret'],['None']
Scythe,https://www.marvel.com/characters/scythe,['Marvel Universe'],['None'],['Unrevealed'],['Unrevealed'],['Secret'],['Unrevealed']
Sea Leopard,https://www.marvel.com/characters/sea-leopard,['Marvel Universe'],['None known'],['Unrevealed'],['Unrevealed'],['Secret'],['None known']
Seamus MacGillicuddy,https://www.marvel.com/characters/seamus-macgillicuddy,['Marvel Universe'],['Chores'],['Unrevealed'],['Unrevealed'],['Known'],['Unrevealed']
Sebastian Shaw,https://www.marvel.com/characters/sebastian-shaw,['Marvel Universe'],"['Black King, Lord Imperial']",['Unrevealed'],"['Pittsburgh, Pennsylvania']",['Publicly known'],"['Hiram Shaw (great-great grandfather, deceased), Obadiah Shaw (great-grandfather, deceased), Cornelius Shaw (grandfather, deceased), Jacob Shaw (father, deceased), Esau Shaw (uncle, deceased), Shinobi Shaw (son)']"
Sebastian Shaw,https://www.marvel.com/characters/sebastian-shaw-house-of-m,['House of M'],['None'],['S.H.I.E.L.D.'],"['Pittsburgh, Pennsylvania']",['Publicly known'],"['Jacob (father, deceased), Esau (uncle, deceased), Cornelius (grandfather, deceased), unnamed wife, unnamed son, Elizabeth Shaw, Hiram Shaw, Obadiah Shaw (ancestors, deceased)']"
Secret ninja,https://www.marvel.com/characters/secret-ninja,['AP Universe'],['masked knight'],['University of pheniox'],['Kanas Smallville'],['secret'],"['Daniel Johnson(father,deceased)Marie Johnson(mother,deceased)unidentified brother']"
Sedna,https://www.marvel.com/characters/sedna,['Marvel Universe'],"['Arnakuagsak (Kalaallisut/Greenlandic name), Nerrivik (Inupiaq name), Kannakapfaluk, Nuliajoq (Natsilingmiutut names), Sea Spirit, Sea Women']",['Extensively self-educated'],"['Qikiqtaaluk (modern-day Baffin Island, Canada)']",['No dual identity; generally believed a myth'],"['Hodiak (father), Gaea (mother), Nanuq, Negafok, Turoq (brothers), Nelvanna (sister), [[Nayra (Snowbird, niece)']"
Seeker,https://www.marvel.com/characters/seeker,['Marvel Universe'],['The Seeker'],['Unrevealed'],['Unrevealed'],['Secret'],['Unrevealed']
Seer,https://www.marvel.com/characters/seer,['Marvel Universe'],['Seer'],['Unrevealed'],['Unrevealed'],['Secret'],['Unrevealed (perhaps other members of the Blood)']
Seiji Honda,https://www.marvel.com/characters/seiji-honda,['Marvel Universe'],['None'],['Unrevealed'],['Japan'],['Known to authorities'],"['Ikaeda Honda (mother), Noboru Honda (stepfather)']"
Selene,https://www.marvel.com/characters/selene,['Marvel Universe'],['Black Queen'],['Unrevealed'],['Unrevealed'],['Unrevealed'],['Unrevealed']
Selfish Moon,https://www.marvel.com/characters/selfish-moon-id,['Marvel Universe'],['Selfish Moon'],['Unrevealed'],['The Black Galaxy'],['No dual identity'],['None']
Sentry,https://www.marvel.com/characters/sentry-robert-reynolds,['Marvel Universe'],"['Golden Guardian of Good, Void; formerly John Victor Williams, Blue Buffoon']",['High school graduate'],['Unrevealed'],['Secret; formerly publicly known'],['Lindy Lee Reynolds (wife)']
Sentry,https://www.marvel.com/characters/sentry-val,['Marvel Universe'],,['Extensively trained in Galadorian military tactics and technologies.'],['Galador'],['Publicly known on the planet of Galdor; the general populace of Earth are unaware of his existence.'],['None']
Sentry 459,https://www.marvel.com/characters/sentry-459,['Marvel Universe'],['Sentry'],['Kree training'],['Unrevealed'],['Secret'],['Unrevealed']
Sera,https://www.marvel.com/characters/sera,,,,,,
Serpentina,https://www.marvel.com/characters/serpentina-earth-928,['Marvel 2099 (Earth-928)'],['Tina'],['Unrevealed'],['Unrevealed'],['Publicly Known'],['Unrevealed']
Sersi,https://www.marvel.com/characters/sersi,,,,,,
Set,https://www.marvel.com/characters/set,"['Marvel Universe, Earth-712']","['Father Set, the Great Serpent, Serpent God']",['Inapplicable'],['Nascent Earth'],['The public is largely unaware of Set’s existence'],"['Demiurge (father); Chthon, Equus, Gaea, Isuus, other Elder Gods (siblings); Damballah, Sligguth, Ishiti (offspring); Children of Ishiti, Dragon Kings of Lemuria, Snakes of Many Colors (descendants)']"
Seth,https://www.marvel.com/characters/seth,['Marvel Universe'],"['Set, Serpent God of Death, Typhon, Lord of the Unliving, Setesh, Setekh, Suty, Sutekh, Set-Nubti, Great Enemy']",['Unrevealed'],['Celestial Heliopolis'],['Secret'],"['Nephthys (wife, separated), Osiris (brother), Isis (sister), Horus and Anubis (nephews), Geb (father), Nut (mother), Atum-Re (great-grandfather), Neith (Gaea, great-great-grandmother), Nun (Demiurge, great-great-grandfather), Thoth (great-grand uncle); Crocodile God (Sobek), Lion God (Sekhmet), Panther God (Bast), Shu (granduncles); Tefnut (great aunt), numerous others']"
Seward Trainer,https://www.marvel.com/characters/seward-trainer,['Marvel Universe'],,['College'],['Unrevealed'],['No dual identity'],['Carolyn Trainer (daughter)']
Shaddo,https://www.marvel.com/characters/shaddo-earth-691,['Earth-691'],['None'],['Unrevealed'],"['Planet of Haven, Earth-691 the 31st Century']",['Secret'],['None']
Shades,https://www.marvel.com/characters/shades,,,,,,
Shadow King,https://www.marvel.com/characters/shadow-king,,,,,,
Shadowcat,https://www.marvel.com/characters/shadowcat-age-of-apocalypse,['Age of Apocalypse'],"['Kitty, Katya']",['High school'],"['Deerfield, Illinois']",['Secret'],"['Carmen (father, deceased), Theresa (mother, deceased), Piotr Rasputin (Colossus, husband, deceased), Illyana Rasputin (sister-in-law, missing), Mikhail Rasputin (brother-in-law, presumed deceased)']"
Shadowcat,https://www.marvel.com/characters/shadowcat-ultimate,['Ultimate'],['Unrevealed'],['current High school student'],['U.S.A.'],['Known to the authorities'],['Theresa Pryde (mother)']
Shadowknight,https://www.marvel.com/characters/shadowknight-randall-spector,['Marvel Universe'],"['Avatar of Khonshu, Hatchet-Killer']",['Military training'],['Unrevealed'],['Publicly known'],"['Moon Knight (Marc Spector, brother)']"
Shadu the Shady,https://www.marvel.com/characters/shadu-the-shady,['Marvel Universe'],['None'],['Unrevealed'],['Unrevealed'],['Known'],['Unrevealed']
Sham,https://www.marvel.com/characters/sham-earth-928,['Marvel 2099 (Earth-928)'],['None'],['Unrevealed'],['Unrevealed'],['Secret'],['Unrevealed']
Shaman,https://www.marvel.com/characters/shaman,['Marvel Universe'],"['Talisman, Binder of Spirits']",['Unrevealed'],"['Sarcee Indian Reservation, Calgary, Alberta, Canada']",['Secret'],"['Kathryn  Twoyoungmen  (wife,  deceased), Elizabeth Twoyoungmen  (Talisman,  daughter),  unidentified  grandfather (deceased), other unidentified ancestors (deceased)']"
Shamrock,https://www.marvel.com/characters/shamrock,['Marvel Universe'],['None'],['High school graduate'],"['Dunshaughlin, Ireland']",['Secret'],"['Paddy Fitzgerald (brother, deceased), unnamed parents (deceased)']"
Shang-Chi,https://www.marvel.com/characters/shang-chi,,,,,,
Shanna,https://www.marvel.com/characters/shanna,['Marvel Universe'],['None'],['Doctor of Veterinary Medicine'],['Zaire (now Democratic Republic of the Congo)'],['Public'],"[""Gerald O'Hara (father, deceased), Patricia O'Hara (mother, deceased), Robert O'Hara (uncle), Mele (ex-husband, deceased), Leila (stepdaughter, deceased), (Lord) Kevin Plunder (Ka-Zar, husband), Matthew Kyle Adam Plunder (son), Parnival Plunder (Plunderer, brother-in-law)""]"
Shape,https://www.marvel.com/characters/shape-earth-712,['Earth-712'],['None'],['Special education drop-out'],"['Simark, Lowengard, United States of America of Earth-712']",['Publicly known to the people of Earth-712'],['None']
Shard,https://www.marvel.com/characters/shard,"['Marvel Universe, formerly Earth-1191']",['None'],['Unrevealed'],['New York of Earth-1191'],['Secret'],"['Gateway (great-grandfather), unidentified grandmother (deceased), Lucas Bishop (Bishop, brother)']"
Sharon Carter,https://www.marvel.com/characters/sharon-carter,,,,,,
Sharon Friedlander,https://www.marvel.com/characters/sharon-friedlander,['Marvel Universe'],,,,['publicly known'],
Shathra,https://www.marvel.com/characters/shathra,['Marvel Universe'],"['Sharon Keller, Spider-Wasp']",['None'],['Unrevealed'],,['Brood of offspring']
Shatterax,https://www.marvel.com/characters/shatterax,['Marvel Universe'],['None'],['Kree military school'],"['Ixyap, Daedalus 5']",['Secret'],['None']
Shatterfist,https://www.marvel.com/characters/shatterfist,['Marvel Universe'],['Power Glove'],['Unrevealed'],['Unrevealed'],['Known to the authorities'],['Unrevealed']
Shatterstar,https://www.marvel.com/characters/shatterstar,['Marvel Universe'],['Benjamin Russell'],['Unrevealed'],['Mojoworld'],['Secret'],"['Longshot (father), Dazzler (Alison Blaire, mother), Windsong (wife, deceased)']"
Shaylee Moonpeddle,https://www.marvel.com/characters/shaylee-moonpeddle,,,,,,
She-Hulk,https://www.marvel.com/characters/she-hulk-jennifer-walters,,,,,,
Shell-Shock,https://www.marvel.com/characters/shell-shock,['Marvel Universe'],['None'],['Unrevealed'],['Unrevealed'],['Secret'],['Unrevealed']
Shin,https://www.marvel.com/characters/shin,['Marvel Universe'],,"['Unrevealed, although, she was highly skilled in martial arts.']",['Unrevealed'],['Secret'],['None known']
Shinobi Shaw,https://www.marvel.com/characters/shinobi-shaw,['Marvel Universe'],['Black King'],['Unrevealed'],['Unrevealed'],['No dual identity'],"['Sebastian Shaw (father), unidentified mother']"
Shiva,https://www.marvel.com/characters/shiva,['Marvel Universe'],['None'],['Extent of programming unrevealed'],['Unrevealed'],['No dual identity'],['None']
Shiver Man,https://www.marvel.com/characters/shiver-man,"['Marvel Universe\n|real_name = Unrevealed\n|identity = No dual identity known\n|occupation = Bounty hunter\n|place of birth = Unrevealed\n|groups = None\n|citizenship = Unrevealed\n|education = Unrevealed\n|aliases = Shiv\n|relatives = None\n|height = 6\'0""\n|weight =']",,,,,
Shocker,https://www.marvel.com/characters/shocker-herman-schultz,,,,,,
Shockwave,https://www.marvel.com/characters/shockwave,['Marvel Universe'],['None'],['Unrevealed; trained by British military and intelligence'],['Unrevealed'],['Known to the authorities'],['Sir Denis Nayland Smith (uncle)']
Shola Inkosi,https://www.marvel.com/characters/shola-inkosi,['Marvel Universe'],['None'],['College student (unfinished)'],"['Hammer Bay, Genosha']",['No dual identity'],['Unidentified parents (deceased)']
Shriek,https://www.marvel.com/characters/shriek,['Marvel Universe'],"['Sandra Deel, ""First Lady of the Carnage Family""']",['Unrevealed'],['Unknown'],['Known'],"['Carnage (adopted husband), Carrion (Malcolm McBride) and Demogoblin (adopted sons), Doppelganger (adopted pet), unidentified parents']"
Shroud,https://www.marvel.com/characters/shroud,['Marvel Universe'],"['""Max"", Michael Wyatt, Master of Darkness']",['College degree in law and criminology'],['New York City'],['Known to S.H.I.E.L.D. authorities'],['Unrevealed']
Shuma-Gorath,https://www.marvel.com/characters/shuma-gorath,['Marvel Universe'],['He Who Sleeps But Shall Awake; possibly Cthuma-Gurath'],['Self-educated'],['Presumably his native realm'],['Existence unknown to general public'],['None']
Shuri,https://www.marvel.com/characters/shuri,,,,,,
Siberion,https://www.marvel.com/characters/siberion,['Marvel Universe'],['None'],['Unrevealed'],['Russia'],['Known to authorities'],['Unrevealed']
Sibylla,https://www.marvel.com/characters/sibylla,['Marvel Universe'],,['Unrevealed'],['Olympus'],['No dual identity'],
Side-step,https://www.marvel.com/characters/side-step-earth-691,['Earth-691'],['None'],['Unrevealed'],"['The planet of Haven, Earth-691']",['Secret'],['None']
Sidereus,https://www.marvel.com/characters/sidereus,['Marvel Universe'],['None'],['Unrevealed'],['Tun'],['The general populace of Earth were unaware of his existence.'],['None']
Sidewinder,https://www.marvel.com/characters/sidewinder-seth-voelker,['Marvel Universe'],['None known'],['Unrevealed'],"['Kenosha, Wisconsin']",['Publicly known'],['Sister (name unrevealed)']
Siena Blaze,https://www.marvel.com/characters/siena-blaze,['Marvel Universe'],['None'],['Unrevealed'],"['Los Cruces, New Mexico']",['No dual identity'],['Unidentified father']
Sif,https://www.marvel.com/characters/sif,,,,,,
Sigyn,https://www.marvel.com/characters/sigyn,['Marvel Universe'],['None'],,['The realm of Asgard'],['Secret'],"['Loki (Husband), Odin (Father-in-law), Frigga (Mother-in-law), Thor (Brother-in-law)']"
Silencer,https://www.marvel.com/characters/silencer,['Marvel Universe'],,['Unrevealed'],['Unrevealed'],['Unrevealed'],['Unrevealed']
Silent Fox,https://www.marvel.com/characters/silent-fox,['Marvel Universe'],['None'],['Unrevealed'],"[""The Keewazi Tribe's Reservation""]",['No dual identity'],"['Will Wingfoot (son, deceased), Wyatt Wingfoot (grandson)']"
Silhouette,https://www.marvel.com/characters/silhouette,['Marvel Universe'],"['""Little Shadow""']",['Unrevealed'],"['New York City, New York']",['Publicly known'],"[""Andrew Chord (father), Miyami Chord (mother, deceased), Midnight's Fire (brother), Tai (grandmother, deceased)""]"
Silk,https://www.marvel.com/characters/silk-cindy-moon,['Marvel'],"['""Analog,"" the Bride']",['Unrevealed'],['Unrevealed'],['Secret'],"['Albert Moon Sr. (father), Nari Moon (mother), Albert Moon Jr. (brother)']"
Silly Seal,https://www.marvel.com/characters/silly-seal,,,,,,
Silver Fox,https://www.marvel.com/characters/silver-fox,['Marvel Universe'],"['Zora de Plata, presumably many others']",['Unrevealed'],['Unidentified community in the Canadian Rockies'],['No dual identity'],['None']
Silver Sable,https://www.marvel.com/characters/silver-sable,['Marvel Universe'],['None'],['College graduate'],['Symkaria'],['Publicly known'],"['Ernst Sablinova (father), Anastasia Sablinova (mother, deceased), Mortimer Sablinova (maternal uncle), Fritz Sablinova (paternal uncle, deceased), Anna Sablinova (niece), Foreigner (ex-husband)']"
Silver Samurai,https://www.marvel.com/characters/silver-samurai,['Marvel Universe'],"['Silver Shogun, Ishiro Tagara']",['College graduate'],['Unrevealed location in Japan'],['Known to some government officials & law enforcement agencies'],"['Shingen Harada (father, deceased), Mariko Yashida (half-sister, deceased), Noburu-Hideki (brother-in-law, deceased), Shiro Yoshida (Sunfire, cousin), Leyu Yoshida (Sunpyre, cousin, deceased), Saburo Yashida (cousin, deceased), Tomo Yashida (cousin, deceased)']"
Silver Samurai,https://www.marvel.com/characters/silver-samurai-age-of-apocalypse,['Age of Apocalypse'],['None'],['Unknown'],"['Tokyo, Japan']",['Publicly Known'],"['Viper (wife, deceased), Shiro Yashida (Sunfire, cousin), Mariko Yashida (half-sister, missing), Shingen (father, missing)']"
SILVER SURFER,https://www.marvel.com/characters/silver-surfer,['Marvel Universe'],"['Captain Universe, Sentinel or Sky-Rider of the Spaceways, Silverado, Silver Savage, ""Silvery Dude,"" “Shiny Dude,” “Silverado,” “Shiny Man,” “Surfer Man”']","['Tutored in science by Jartran Radd and in the nature of the universe by Galactus; self-taught in various areas, especially history, and absorbed much Zenn-Lavian knowledge from ""hypno-powered study cubes""']","['Planet Zenn-La, Deneb System, Milky Way Galaxy']",['True identity unknown to most of Earth'],"['Jartran Radd (father, deceased), Elmar Radd (mother, deceased), Fennan Radd (half-brother, possibly deceased)']"
Silver Surfer,https://www.marvel.com/characters/silver-surfer-marvel-zombies,['Marvel Zombies (Earth-2149)'],"['Sentinel or Sky-Rider of the Spaceways, Silverado']","['Tutored in science by Jartran Radd and in the nature of the universe by Galactus; self-taught in various areas, especially history, and absorbed much Zenn-Lavian knowledge from ""hypno-powered study cubes""']","['Planet Zenn-La, Deneb System, Milky Way Galaxy']",['True identity unknown to most of Earth'],"['Jartran Radd (father, deceased), Elmar Radd (mother, deceased), Fennan Radd (half-brother, possibly deceased)']"
Silver Surfers,https://www.marvel.com/characters/silver-surfers-ultimate,['Ultimate Universe'],"['Silver Men, Paul Maitreya']",['unrevealed'],['unrevealed'],['no dual identity'],['none']
Silverclaw,https://www.marvel.com/characters/silverclaw,['Marvel Universe'],"['Daughter of the Volcano God, La Garra Argentada, La Garra Plata']",['College student (Empire State University)'],"['The village of Kamekeri, Costa Verde']",['Secret'],"['Jaime Santiago (father, deceased), Peliali (mother, deceased), Edwin Jarvis (American sponsor)']"
Silvermane,https://www.marvel.com/characters/silvermane,['Marvel Universe'],['Supreme Hydra'],['Unknown'],,['Known'],"['Joseph Manfredi (son, also known as Joe Silvermane and Blackwing)']"
Simon Stroud,https://www.marvel.com/characters/simon-stroud,,,,,,
Sin,https://www.marvel.com/characters/sin-sinthea-shmidt,['Marvel Universe'],"['Skadi, formerly Erica Holstein, Mother Superior, Beast Goddess, Avatar of Evil, Heir of the Devil']",['Homed schooled'],"['Isle of Exiles, Sargasso Sea']",['Known to authorities'],"['Johann Shmidt (Red Skull, father), unidentified mother (deceased), Herman Shmidt (paternal grandfather, deceased), Martha Shmidt (paternal grandmother, deceased)']"
Sin-Eater,https://www.marvel.com/characters/sin-eater-stanley-carter,['Marvel Universe'],['None'],['Presumably some college'],"['Ft. Meade, Maryland']",['Publicly known'],['Unrevealed']
Singing Spider,https://www.marvel.com/characters/singing-spider,['Marvel Universe'],['None'],['Unrevealed'],['Unrevealed'],"[""Only an elite group of individuals know of the spider's existence""]",['Unrevealed']
Singularity,https://www.marvel.com/characters/singularity,,,,,,
Sinister,https://www.marvel.com/characters/sinister-age-of-apocalypse,['Age of Apocalypse'],['Essex'],['Ph.D in Genetics (presumed)'],['Unknown'],['Publicly Known'],"['Scott Summers (adopted son, deceased), Alex Summers (adopted son, deceased), Nate Grey (genetic creation)']"
Sinister,https://www.marvel.com/characters/sinister-ultimate,['Ultimate'],['Mister Sinister'],['Presumed Ph D in bioengineering'],['Unrevealed'],['Secret'],['None']
Sinister Claudine Renko,https://www.marvel.com/characters/sinister-claudine-renko,['Marvel Universe'],"['Miss Sinister, Black Queen, Mercedes, Miss Claudine']",['Unrevealed'],['Unrevealed'],['Secret'],['Mister Sinister (creator)']
Sinsear,https://www.marvel.com/characters/sinsear,['Marvel Universe'],,,['Unknown'],['Unknown'],
Sir Benedict,https://www.marvel.com/characters/sir-benedict,['Earth'],['Shadow Assassin'],['College'],"['Boston,Ma']",['Shadow Assassin'],['None']
Sir Denis Nayland Smith,https://www.marvel.com/characters/sir-denis-nayland-smith,,,,,,
Siren,https://www.marvel.com/characters/siren-earth-93060,['Ultraverse (Earth-93060)'],['Siren'],['Trained as an assassin'],['Unknown'],['Secret'],['Father Rick Pearson A.K.A. Eliminator']
Sirocco,https://www.marvel.com/characters/sirocco,['Marvel Universe'],['Unrevealed'],,['Unrevealed'],['Unrevealed'],['Unrevealed']
Sise-Neg,https://www.marvel.com/characters/sise-neg,['Marvel Universe'],['Cagliostro'],,,,['Unknown']
Sister Maggie,https://www.marvel.com/characters/sister-maggie-margaret-murdock,['Marvel'],"['Margaret Grace ""Maggie"" Murdock']",['Novicate in convent training'],['Unrevealed'],['Secret'],"['Jonathan Murdock (husband, deceased), Matthew Murdock (son), unidentified father']"
Sister Nil,https://www.marvel.com/characters/sister-nil,['Marvel Universe'],['None'],['Limited studies in magic under Dr. Strange'],['Unrevealed'],['Secret'],"['Lilith (mother), Scatter (brother), the Lilin (various relations)']"
Sister Wanda,https://www.marvel.com/characters/sister-wanda-earth-311,['Marvel 1602 (Earth-311)'],['None'],['Unrevealed'],['Unrevealed'],['No dual identity'],"['Enrico (father), Petros (brother)']"
Skaar,https://www.marvel.com/characters/skaar,['Marvel Universe'],"['Son of Hulk, Sakaarson, Worldbreaker']",['No formal education'],"['Crown City, Sakaar']",['No dual identity'],"['Robert Bruce Banner (Hulk, father), Caiera (mother, deceased), Hiro-Kala (twin brother), Lyra (half-sister), Brian and Rebecca Banner (grandparents, deceased), others, Jennifer Walters (first cousin)']"
Skadi,https://www.marvel.com/characters/skadi,['Marvel Universe'],['Mistress of the Mountain Lodges'],['Unrevealed'],['Jotunheim'],['No dual identity'],
Skein,https://www.marvel.com/characters/skein,['Marvel Universe'],"['Gypsy Moth, Sybarite']",['Unrevealed'],"['Foscani, Romania']",['Secret'],['Unrevealed']
Skids,https://www.marvel.com/characters/skids,['Marvel Universe'],['None'],['Some college'],['Unrevealed'],['Secret'],"['Bill Blevins (father), Matilda Blevins (mother, deceased)']"
Skin,https://www.marvel.com/characters/skin,['Marvel Universe'],['Angelo Torres'],['High-school level courses at Massachusetts Academy'],"['Los Angeles, California']",['Secret'],"['Unidentified grandparents (deceased), Eduardo Espinosa (father, deceased), Estella Espinosa (mother, deceased), Tito Espinosa (brother), Linda Espinosa (sister), Gilberto (cousin), Inez (cousin)']"
Skin-Bender,https://www.marvel.com/characters/skin-bender,['Marvel Universe'],['None'],['Unrevealed'],['Unrevealed'],['Secret'],['Unrevealed']
Skinner,https://www.marvel.com/characters/skinner,['Marvel Universe'],['None'],['Unrevealed'],['Unrevealed'],['Secret'],"['Louise (last name unrevealed, wife, deceased), unidentified children (deceased), Lilith (mother), Lilin (siblings)']"
Skornn,https://www.marvel.com/characters/skornn,['Marvel Universe'],['None'],['Unrevealed'],['Unrevealed'],['No dual identity'],['None']
Skreet,https://www.marvel.com/characters/skreet,['Marvel Universe'],['None'],['Self educated through her eight billion years of existence.'],['Pyx'],['No dual identity'],['Diableri (creator)']
Skrullian Skymaster,https://www.marvel.com/characters/skrullian-skymaster-earth-712,['Earth-712'],"['James Doe, the Skrull, Skymax, was referred to as ""the Watcher"" by Mysterium']",['Educated by the Skrull empire'],['Unrevealed'],"['His real name is not known by the majority of people on Earth-712; His alias, James Doe, is not publicly known to be the Skrullian Skymaster on Earth-712']",['None known']
Skullbuster,https://www.marvel.com/characters/skullbuster-female,['Marvel Universe'],['None'],['Unrevealed'],['Unrevealed'],['Secret'],['None']
Skullbuster,https://www.marvel.com/characters/skullbuster-male,['Marvel Universe'],['None'],['Unrevealed'],['Unrevealed'],['Secret'],['None']
Skullfire,https://www.marvel.com/characters/skullfire-earth-928,['Marvel 2099 (Earth-928)'],['None'],['Unrevealed'],['Unrevealed'],['Publicly Known'],['Unrevealed']
Skyhawk,https://www.marvel.com/characters/skyhawk,['Marvel Universe'],['None'],['Unrevealed'],['Unrevealed'],['Secret'],['None']
Skylark,https://www.marvel.com/characters/skylark-earth-712,['Earth-712'],['None'],['Unrevealed'],['Unrevealed'],['Publicly known to the people of Earth-712'],['None']
SLAPSTICK,https://www.marvel.com/characters/slapstick,['Marvel Universe'],['None'],['Currently in high school'],['Unrevealed'],['Secret'],['Unnamed parents']
Slaver,https://www.marvel.com/characters/slaver,['Marvel Universe'],['None'],['Unrevealed'],['Unrevealed'],['No dual identity'],['Unrevealed']
Slayback,https://www.marvel.com/characters/slayback,['Marvel Universe'],['None'],['Unrevealed'],['Unrevealed'],['Secret'],['None']
Sleepwalker,https://www.marvel.com/characters/sleepwalker,['Marvel Universe'],"['Rick Sheridan, Sleepy']",['Unrevealed'],['Dimension known as the Mindscape'],['Secret'],['Unrevealed']
Slipstream,https://www.marvel.com/characters/slipstream,['Marvel Universe'],['None'],['Unrevealed'],"['Sydney, Australia']",['Secret'],"['Miles Warbeck (Viceroy, father, deceased), unidentified mother, Heather Cameron (Lifeguard, sister)']"
